0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.3622914195283604,-1.4327329908648883,0.22661228684593046,0.9510266432418263,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.764919873506613,1.5299076023213982,1.587521082881707,-0.1592797811024519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3622914195283604,0.49298339470619773,-0.07827922016545173,0.38884617521940684,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2677674669661198,-0.1982994103706022,1.475081324804677,-0.45442452681422213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.592215638618498,-0.39580878324968816,0.6524029694699185,0.6980454326317374,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8150294432472399,-0.6426954993485453,0.42505612320131564,1.1758988304507938,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.03322661998849658,1.6286622887609412,-1.2069065097035394,0.6558818975300559,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.04495366233737748,-1.3339783044253455,-0.5830244664548151,0.03748338270539485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3740184618772413,-0.6920728425683166,-0.9573536924040497,-0.1452252694018914,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3576747916408751,-0.09954472393105923,1.672115258237466,0.5012822688238908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9049367679219953,-0.14892206715083092,-0.6348383988602176,0.6277728741289353,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.6867395911807386,-0.14892206715083092,0.6164504449437209,0.2061375231121208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5140353562926235,-1.185846274766031,1.7218143362589746,0.43100971032108837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4521987442031157,-1.284600961205574,0.34715898672788736,-1.4241858341528957,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.826756485596121,-0.8895822154474026,0.38240655979278704,1.583479669767048,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4521987442031157,1.381775572662084,0.3175510253533716,1.0212992017446287,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.3740184618772413,-1.383355647645117,1.6671805980083803,-0.45442452681422213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.061297332573744,0.8386247972445979,1.2399800124617961,0.2201920348126809,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
